disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label
acute gout,,rx/otc,anaprox,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
acute gout,,rx,clinoril,sulindac,nonsteroidal-anti-inflammatory-agents,clinoril,c,n
acute gout,,rx/otc,genpril,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
acute gout,,rx/otc,ibu-200,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
acute gout,,rx/otc,midol ib,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
acute gout,,rx/otc,motrin ib,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
acute gout,,rx/otc,nuprin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
acute gout,,rx/otc,proprinal,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
acute gout,,rx/otc,aflaxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
acute lymphoblastic leukemia,,rx,methotrexate,methotrexate,antimetabolites,,x,n
acute lymphoblastic leukemia,,rx,gleevec,imatinib,bcr-abl-tyrosine-kinase-inhibitors,,d,n
acute lymphoblastic leukemia,,rx,mercaptopurine,mercaptopurine,antimetabolites,purixan|purinethol,d,n
acute lymphoblastic leukemia,,rx,sprycel,dasatinib,bcr-abl-tyrosine-kinase-inhibitors,,d,n
acute lymphoblastic leukemia,,rx,blincyto,blinatumomab,miscellaneous-antineoplastics,blincyto,c,n
acute lymphoblastic leukemia,,rx,adriamycin,doxorubicin,antibiotics-antineoplastics,adriamycin,d,n
acute lymphoblastic leukemia,,rx,dasatinib,dasatinib,bcr-abl-tyrosine-kinase-inhibitors,sprycel,d,n
acute lymphoblastic leukemia,,rx,pegaspargase,pegaspargase,miscellaneous-antineoplastics,oncaspar,c,n
acute lymphoblastic leukemia,,rx,trexall,methotrexate,antimetabolites,trexall|xatmep,x,n
acute lymphoblastic leukemia,,rx,iclusig,ponatinib,bcr-abl-tyrosine-kinase-inhibitors,,d,n
acute lymphoblastic leukemia,,rx,doxorubicin,doxorubicin,antibiotics-antineoplastics,adriamycin|adriamycin rdf|rubex|adriamycin pfs,d,n
acute lymphoblastic leukemia,,rx,imatinib,imatinib,bcr-abl-tyrosine-kinase-inhibitors,gleevec,d,n
acute lymphoblastic leukemia,,rx,purinethol,mercaptopurine tablets,antimetabolites,purinethol,d,n
acute lymphoblastic leukemia,,rx,oncaspar,pegaspargase,miscellaneous-antineoplastics,oncaspar,c,n
acute lymphoblastic leukemia,,rx,asparaginase erwinia chrysanthemi,asparaginase erwinia chrysanthemi,miscellaneous-antineoplastics,erwinaze,c,n
acute lymphoblastic leukemia,,rx,vincristine liposome,vincristine liposome,mitotic-inhibitors,marqibo,d,n
acute lymphoblastic leukemia,,rx,xatmep,methotrexate,antimetabolites,trexall|xatmep,x,n
acute lymphoblastic leukemia,,rx,blinatumomab,blinatumomab,miscellaneous-antineoplastics,blincyto,c,n
acute lymphoblastic leukemia,,rx,marqibo,vincristine liposome,mitotic-inhibitors,,d,n
acute lymphoblastic leukemia,,rx,ponatinib,ponatinib,bcr-abl-tyrosine-kinase-inhibitors,iclusig,d,n
acute lymphoblastic leukemia,,rx,erwinaze,asparaginase erwinia chrysanthemi,miscellaneous-antineoplastics,,c,n
acute lymphoblastic leukemia,,rx,arranon,nelarabine,antimetabolites,,d,n
acute lymphoblastic leukemia,,rx,besponsa,inotuzumab ozogamicin,miscellaneous-antineoplastics,besponsa,,n
acute lymphoblastic leukemia,,rx,clofarabine,clofarabine,antimetabolites,clolar,d,n
acute lymphoblastic leukemia,,rx,clolar,clofarabine,antimetabolites,,d,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,prednisone,prednisone,glucocorticoids,,c,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,vincristine,vincristine,mitotic-inhibitors,oncovin|vincasar pfs,d,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,cyclophosphamide,cyclophosphamide,alkylating-agents,cytoxan|neosar|cytoxan lyophilized,d,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,methotrexate,methotrexate,antimetabolites,,x,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,asparaginase escherichia coli,asparaginase,miscellaneous-antineoplastics,,c,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,trexall,methotrexate,antimetabolites,trexall|xatmep,x,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,daunorubicin,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,elspar,,miscellaneous-antineoplastics,,c,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,cerubidine,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,asparaginase erwinia chrysanthemi,asparaginase erwinia chrysanthemi,miscellaneous-antineoplastics,erwinaze,c,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,erwinaze,asparaginase erwinia chrysanthemi,miscellaneous-antineoplastics,,c,n
acute lymphocytic leukemia,acute childhood leukemia|all leukemia|canceracute childhood leukemia|canceracute lymphocytic leukemia|leukemiaacute childhood|leukemiaacute lymphocytic,rx,teniposide,teniposide,mitotic-inhibitors,vumon,d,n
acute mountain sickness,,rx,diamox,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
acute mountain sickness,,rx,acetazolamide,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
acute mountain sickness,,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n
acute mountain sickness,,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n
acute mountain sickness,,rx,dexpak taperpak,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n
acute mountain sickness,,rx,diamox sequels,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
acute mountain sickness,,rx,de-sone la,dexamethasone,glucocorticoids,de-sone la|dexacen-4|dexasone|dexasone la|solurex|solurex la,c,n
acute mountain sickness,,rx,dxevo,,glucocorticoids,,c,n
acute mountain sickness,,rx,hidex,,glucocorticoids,,c,n
acute myeloblastic leukemia,,rx,doxorubicin,doxorubicin,antibiotics-antineoplastics,adriamycin|adriamycin rdf|rubex|adriamycin pfs,d,n
acute myeloblastic leukemia,,rx,adriamycin,doxorubicin,antibiotics-antineoplastics,adriamycin,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,cytarabine,cytarabine,antimetabolites,cytosar-u|tarabine pfs|cytosar,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,idhifa,enasidenib,miscellaneous-antineoplastics,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,vincristine,vincristine,mitotic-inhibitors,oncovin|vincasar pfs,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,daunorubicin,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,idarubicin,idarubicin,antibiotics-antineoplastics,idamycin pfs|idamycin,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,tibsovo,ivosidenib,miscellaneous-antineoplastics,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,decitabine,decitabine,antimetabolites,dacogen,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,cerubidine,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,venclexta,venetoclax,miscellaneous-antineoplastics,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,venetoclax,venetoclax,miscellaneous-antineoplastics,venclexta|venclexta starting pack,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,vyxeos,cytarabine/daunorubicin,antineoplastic-combinations,vyxeos,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,mylotarg,gemtuzumab ozogamicin,cd33-monoclonal-antibodies,mylotarg,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,gemtuzumab,gemtuzumab ozogamicin,cd33-monoclonal-antibodies,mylotarg,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,midostaurin,midostaurin,multikinase-inhibitors,rydapt,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,rydapt,midostaurin,multikinase-inhibitors,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,enasidenib,enasidenib,miscellaneous-antineoplastics,idhifa,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,cytarabine liposomal|daunorubicin liposomal,cytarabine/daunorubicin,antineoplastic-combinations,vyxeos,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,xospata,gilteritinib,multikinase-inhibitors,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,daurismo,glasdegib,hedgehog-pathway-inhibitors,,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,gilteritinib,gilteritinib,multikinase-inhibitors,xospata,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,glasdegib,glasdegib,hedgehog-pathway-inhibitors,daurismo,,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,idamycin pfs,idarubicin,antibiotics-antineoplastics,idamycin pfs,d,n
acute myeloid leukemia,acute granulocytic leukemia|acute myelogenous leukemia|aml|canceracute granulocytic leukemia|canceracute myelogenous leukemia|canceracute myeloid leukemia|leukemiaacute granulocytic|leukemiaacute myelogenous|leukemiaacute myeloid,rx,ivosidenib,ivosidenib,miscellaneous-antineoplastics,tibsovo,,n
acute nonlymphocytic leukemia,,rx,tabloid,thioguanine,antimetabolites,tabloid,d,n
acute nonlymphocytic leukemia,,rx,isotretinoin,isotretinoin,miscellaneous-antineoplastics,absorica|amnesteem|claravis|myorisan|sotret|zenatane|accutane|absorica ld,x,n
acute nonlymphocytic leukemia,,rx,methotrexate,methotrexate,antimetabolites,,x,n
acute nonlymphocytic leukemia,,rx,thioguanine,thioguanine,antimetabolites,tabloid,d,n
acute nonlymphocytic leukemia,,rx,mitoxantrone,mitoxantrone,antibiotics-antineoplastics,novantrone,d,n
acute nonlymphocytic leukemia,,rx,claravis,isotretinoin,miscellaneous-antineoplastics,absorica|amnesteem|claravis|myorisan|sotret|zenatane,x,n
acute nonlymphocytic leukemia,,rx,cyclophosphamide,cyclophosphamide,alkylating-agents,cytoxan|neosar|cytoxan lyophilized,d,n
acute nonlymphocytic leukemia,,rx,cerubidine,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute nonlymphocytic leukemia,,rx,daunorubicin,daunorubicin,antibiotics-antineoplastics,cerubidine,d,n
acute nonlymphocytic leukemia,,rx,cytarabine,cytarabine,antimetabolites,cytosar-u|tarabine pfs|cytosar,d,n
acute nonlymphocytic leukemia,,rx,amnesteem,isotretinoin,miscellaneous-antineoplastics,absorica|amnesteem|claravis|myorisan|sotret|zenatane,x,n
acute nonlymphocytic leukemia,,rx,sotret,isotretinoin,miscellaneous-antineoplastics,absorica|amnesteem|claravis|myorisan|sotret|zenatane,x,n
acute nonlymphocytic leukemia,,rx,myorisan,isotretinoin,miscellaneous-antineoplastics,absorica|amnesteem|claravis|myorisan|sotret|zenatane,x,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,ofloxacin,ofloxacin otic,otic-anti-infectives,floxin otic|floxin otic singles,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,cipro hc,ciprofloxacin/hydrocortisone,otic-steroids-with-anti-infectives,cipro hc,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,ciprofloxacin,ciprofloxacin otic,otic-anti-infectives,cetraxal|otiprio,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,ciprofloxacin|hydrocortisone,ciprofloxacin/hydrocortisone,otic-steroids-with-anti-infectives,cipro hc,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,floxin otic,ofloxacin otic,otic-anti-infectives,,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,dexamethasone,dexamethasone,ophthalmic-steroids,dextenza|dexycu|ozurdex,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,cortisporin-tc,colistin|hydrocortisone|neomycin|and thonzonium,otic-steroids-with-anti-infectives,coly-mycin s|cortisporin-tc,n,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,cetraxal,ciprofloxacin otic,otic-anti-infectives,,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,maxidex,dexamethasone,ophthalmic-steroids,maxidex,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,colistin sulfate|hydrocortisone|neomycin|thonzonium bromide,colistin|hydrocortisone|neomycin|and thonzonium,otic-steroids-with-anti-infectives,coly-mycin s|cortisporin-tc|coly mycin s,n,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,otiprio,ciprofloxacin otic,otic-anti-infectives,cetraxal|otiprio,c,n
acute otitis externa,ear infectionacute outer|otitis externaacute|swimmer's earacute,rx,coly-mycin s,colistin|hydrocortisone|neomycin|and thonzonium,otic-steroids-with-anti-infectives,coly-mycin s|cortisporin-tc,n,n
acute promyelocytic leukemia,canceracute promyelocytic leukemia|leukemiaacute promyelocytic,rx,tretinoin,tretinoin,miscellaneous-antineoplastics,vesanoid,d,n
acute promyelocytic leukemia,canceracute promyelocytic leukemia|leukemiaacute promyelocytic,rx,trisenox,arsenic trioxide,miscellaneous-antineoplastics,trisenox,d,n
