Code Range,CCS,CCS Label,l,r
0483T-0484T,43,Heart valve procedures,0483T,0484T
0485T-0486T,220,Ophthalmologic and otologic diagnosis and treatment,0485T,0486T
0487T-0487T,130,"Other diagnostic procedures, female organs",0487T,0487T
0488T-0488T,237,Ancillary Services,0488T,0488T
0489T-0492T,174,Other non-OR therapeutic procedures on skin and breast,0489T,0492T
0493T-0493T,173,Other diagnostic procedures on skin and subcutaneous tissue,0493T,0493T
0494T-0496T,176,Other organ transplantation,0494T,0496T
0497T-0498T,203,Electrographic cardiac monitoring,0497T,0498T
0499T-0499T,109,Procedures on the urethra,0499T,0499T
0500T-0500T,206,"Microscopic examination (bacterial smear, culture, toxicology)",0500T,0500T
0501T-0504T,180,Other CT scan,0501T,0504T
0505T-0505T,61,Other OR procedures on vessels other than head and neck,0505T,0505T
0506T-0507T,220,Ophthalmologic and otologic diagnosis and treatment,0506T,0507T
0508T-0508T,197,Other diagnostic ultrasound,0508T,0508T
0509T-0509T,220,Ophthalmologic and otologic diagnosis and treatment,0509T,0509T
0510T-0511T,162,Other OR therapeutic procedures on joints,0510T,0511T
0512T-0513T,164,Other OR therapeutic procedures on musculoskeletal system,0512T,0513T
0514T-0514T,220,Ophthalmologic and otologic diagnosis and treatment,0514T,0514T
0515T-0520T,48,"Insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",0515T,0520T
0521T-0522T,203,Electrographic cardiac monitoring,0521T,0522T
0523T-0523T,47,"Diagnostic cardiac catheterization, coronary arteriography",0523T,0523T
0524T-0524T,61,Other OR procedures on vessels other than head and neck,0524T,0524T
0525T-0527T,49,Other OR heart procedures,0525T,0527T
0528T-0529T,203,Electrographic cardiac monitoring,0528T,0529T
0530T-0532T,49,Other OR heart procedures,0530T,0532T
0533T-0536T,7,Other diagnostic nervous system procedures,0533T,0536T
0537T-0537T,231,Other therapeutic procedures,0537T,0537T
0538T-0539T,235,Other Laboratory,0538T,0539T
0540T-0540T,231,Other therapeutic procedures,0540T,0540T
0541T-0542T,62,Other diagnostic cardiovascular procedures,0541T,0542T
10000-10000,168,"Incision and drainage, skin and subcutaneous tissue",10000,10000
10004-10022,173,Other diagnostic procedures on skin and subcutaneous tissue,10004,10022
10030-10030,174,Other non-OR therapeutic procedures on skin and breast,10030,10030
10035-10036,173,Other diagnostic procedures on skin and subcutaneous tissue,10035,10036
10040-10061,168,"Incision and drainage, skin and subcutaneous tissue",10040,10061
10080-10121,174,Other non-OR therapeutic procedures on skin and breast,10080,10121
10140-10141,168,"Incision and drainage, skin and subcutaneous tissue",10140,10141
10160-10160,170,Excision of skin lesion,10160,10160
10180-10180,168,"Incision and drainage, skin and subcutaneous tissue",10180,10180
11000-11047,169,"Debridement of wound, infection or burn",11000,11047
11050-11062,170,Excision of skin lesion,11050,11062
11100-11107,173,Other diagnostic procedures on skin and subcutaneous tissue,11100,11107
11200-11646,170,Excision of skin lesion,11200,11646
11700-11732,174,Other non-OR therapeutic procedures on skin and breast,11700,11732
11740-11740,168,"Incision and drainage, skin and subcutaneous tissue",11740,11740
11750-11752,174,Other non-OR therapeutic procedures on skin and breast,11750,11752
11755-11755,173,Other diagnostic procedures on skin and subcutaneous tissue,11755,11755
11760-11762,175,Other OR therapeutic procedures on skin and breast,11760,11762
11765-11765,174,Other non-OR therapeutic procedures on skin and breast,11765,11765
11770-11772,175,Other OR therapeutic procedures on skin and breast,11770,11772
11900-11901,231,Other therapeutic procedures,11900,11901
11920-11954,174,Other non-OR therapeutic procedures on skin and breast,11920,11954
11960-11971,175,Other OR therapeutic procedures on skin and breast,11960,11971
11975-11975,231,Other therapeutic procedures,11975,11975
11976-11976,174,Other non-OR therapeutic procedures on skin and breast,11976,11976
11977-11981,231,Other therapeutic procedures,11977,11981
11982-11982,174,Other non-OR therapeutic procedures on skin and breast,11982,11982
11983-11983,231,Other therapeutic procedures,11983,11983
12001-13133,171,Suture of skin and subcutaneous tissue,12001,13133
13150-13153,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",13150,13153
13160-13300,171,Suture of skin and subcutaneous tissue,13160,13300
14000-15738,172,Skin graft,14000,15738
15740-15740,175,Other OR therapeutic procedures on skin and breast,15740,15740
15750-15750,9,Other OR therapeutic nervous system procedures,15750,15750
15755-15776,172,Skin graft,15755,15776
15777-15787,175,Other OR therapeutic procedures on skin and breast,15777,15787
15788-15793,174,Other non-OR therapeutic procedures on skin and breast,15788,15793
15810-15819,175,Other OR therapeutic procedures on skin and breast,15810,15819
15820-15823,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",15820,15823
15824-15839,175,Other OR therapeutic procedures on skin and breast,15824,15839
15840-15845,172,Skin graft,15840,15845
15847-15847,175,Other OR therapeutic procedures on skin and breast,15847,15847
15850-15851,231,Other therapeutic procedures,15850,15851
15852-15852,214,"Traction, splints, and other wound care",15852,15852
15860-15879,175,Other OR therapeutic procedures on skin and breast,15860,15879
15920-15922,142,Partial excision bone,15920,15922
15931-15931,170,Excision of skin lesion,15931,15931
15933-15933,142,Partial excision bone,15933,15933
15934-15934,170,Excision of skin lesion,15934,15934
15935-15935,142,Partial excision bone,15935,15935
15936-15936,170,Excision of skin lesion,15936,15936
15937-15937,142,Partial excision bone,15937,15937
15940-15940,170,Excision of skin lesion,15940,15940
15941-15941,142,Partial excision bone,15941,15941
15944-15944,170,Excision of skin lesion,15944,15944
15945-15946,142,Partial excision bone,15945,15946
15950-15950,170,Excision of skin lesion,15950,15950
15951-15951,142,Partial excision bone,15951,15951
15952-15952,170,Excision of skin lesion,15952,15952
15953-15953,142,Partial excision bone,15953,15953
15956-15956,170,Excision of skin lesion,15956,15956
15958-15958,142,Partial excision bone,15958,15958
15999-15999,170,Excision of skin lesion,15999,15999
16000-16000,214,"Traction, splints, and other wound care",16000,16000
16010-16030,169,"Debridement of wound, infection or burn",16010,16030
16035-16036,175,Other OR therapeutic procedures on skin and breast,16035,16036
16040-16042,169,"Debridement of wound, infection or burn",16040,16042
17000-17380,170,Excision of skin lesion,17000,17380
17999-17999,175,Other OR therapeutic procedures on skin and breast,17999,17999
19000-19001,165,Breast biopsy and other diagnostic procedures on breast,19000,19001
19020-19020,175,Other OR therapeutic procedures on skin and breast,19020,19020
19030-19103,165,Breast biopsy and other diagnostic procedures on breast,19030,19103
19105-19105,132,"Other OR therapeutic procedures, female organs",19105,19105
19110-19110,174,Other non-OR therapeutic procedures on skin and breast,19110,19110
19112-19112,175,Other OR therapeutic procedures on skin and breast,19112,19112
19120-19126,166,"Lumpectomy, quadrantectomy of breast",19120,19126
19140-19140,175,Other OR therapeutic procedures on skin and breast,19140,19140
19160-19162,166,"Lumpectomy, quadrantectomy of breast",19160,19162
19180-19240,167,Mastectomy,19180,19240
19260-19272,142,Partial excision bone,19260,19272
19281-19291,165,Breast biopsy and other diagnostic procedures on breast,19281,19291
19294-19294,166,"Lumpectomy, quadrantectomy of breast",19294,19294
19295-19295,165,Breast biopsy and other diagnostic procedures on breast,19295,19295
19296-19296,175,Other OR therapeutic procedures on skin and breast,19296,19296
19297-19297,166,"Lumpectomy, quadrantectomy of breast",19297,19297
19298-19298,175,Other OR therapeutic procedures on skin and breast,19298,19298
19300-19300,167,Mastectomy,19300,19300
19301-19302,166,"Lumpectomy, quadrantectomy of breast",19301,19302
19303-19307,167,Mastectomy,19303,19307
19316-19380,175,Other OR therapeutic procedures on skin and breast,19316,19380
19396-19396,174,Other non-OR therapeutic procedures on skin and breast,19396,19396
19499-19499,175,Other OR therapeutic procedures on skin and breast,19499,19499
20000-20000,168,"Incision and drainage, skin and subcutaneous tissue",20000,20000
20005-20005,164,Other OR therapeutic procedures on musculoskeletal system,20005,20005
20100-20103,175,Other OR therapeutic procedures on skin and breast,20100,20103
20150-20150,142,Partial excision bone,20150,20150
20200-20251,159,Other diagnostic procedures on musculoskeletal system,20200,20251
20500-20500,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",20500,20500
20501-20501,159,Other diagnostic procedures on musculoskeletal system,20501,20501
20520-20525,160,Other therapeutic procedures on muscles and tendons,20520,20525
20526-20526,231,Other therapeutic procedures,20526,20526
20527-20553,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",20527,20553
20555-20555,164,Other OR therapeutic procedures on musculoskeletal system,20555,20555
20600-20611,155,Arthrocentesis,20600,20611
20612-20612,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",20612,20612
20615-20615,161,Other OR therapeutic procedures on bone,20615,20615
20650-20664,214,"Traction, splints, and other wound care",20650,20664
20665-20697,161,Other OR therapeutic procedures on bone,20665,20697
20802-20840,164,Other OR therapeutic procedures on musculoskeletal system,20802,20840
20900-20902,161,Other OR therapeutic procedures on bone,20900,20902
20910-20910,164,Other OR therapeutic procedures on musculoskeletal system,20910,20910
20912-20912,33,"Other OR therapeutic procedures on nose, mouth and pharynx",20912,20912
20920-20924,160,Other therapeutic procedures on muscles and tendons,20920,20924
20926-20926,175,Other OR therapeutic procedures on skin and breast,20926,20926
20930-20931,161,Other OR therapeutic procedures on bone,20930,20931
20932-20934,164,Other OR therapeutic procedures on musculoskeletal system,20932,20934
20936-20939,161,Other OR therapeutic procedures on bone,20936,20939
20950-20950,159,Other diagnostic procedures on musculoskeletal system,20950,20950
20955-20973,161,Other OR therapeutic procedures on bone,20955,20973
20974-20974,163,Other non-OR therapeutic procedures on musculoskeletal system,20974,20974
20975-20975,161,Other OR therapeutic procedures on bone,20975,20975
20979-20983,163,Other non-OR therapeutic procedures on musculoskeletal system,20979,20983
20985-20999,164,Other OR therapeutic procedures on musculoskeletal system,20985,20999
21010-21010,162,Other OR therapeutic procedures on joints,21010,21010
21011-21012,170,Excision of skin lesion,21011,21012
21013-21016,160,Other therapeutic procedures on muscles and tendons,21013,21016
21025-21050,142,Partial excision bone,21025,21050
21060-21060,164,Other OR therapeutic procedures on musculoskeletal system,21060,21060
21070-21070,142,Partial excision bone,21070,21070
21073-21073,162,Other OR therapeutic procedures on joints,21073,21073
21076-21089,32,"Other non-OR therapeutic procedures on nose, mouth and pharynx",21076,21089
21100-21100,33,"Other OR therapeutic procedures on nose, mouth and pharynx",21100,21100
21110-21110,29,Oral and Dental Services,21110,21110
21116-21116,226,Other diagnostic radiology and related techniques,21116,21116
21120-21208,161,Other OR therapeutic procedures on bone,21120,21208
21209-21209,142,Partial excision bone,21209,21209
21210-21215,161,Other OR therapeutic procedures on bone,21210,21215
21230-21235,164,Other OR therapeutic procedures on musculoskeletal system,21230,21235
21240-21243,154,Arthroplasty other than hip or knee,21240,21243
21244-21275,161,Other OR therapeutic procedures on bone,21244,21275
21280-21282,21,Other extraocular muscle and orbit therapeutic procedures,21280,21282
21295-21296,142,Partial excision bone,21295,21296
21299-21299,164,Other OR therapeutic procedures on musculoskeletal system,21299,21299
21300-21495,144,"Treatment, facial fracture or dislocation",21300,21495
21497-21497,29,Oral and Dental Services,21497,21497
21499-21499,164,Other OR therapeutic procedures on musculoskeletal system,21499,21499
21501-21501,168,"Incision and drainage, skin and subcutaneous tissue",21501,21501
21502-21502,142,Partial excision bone,21502,21502
21510-21510,161,Other OR therapeutic procedures on bone,21510,21510
21550-21550,159,Other diagnostic procedures on musculoskeletal system,21550,21550
21552-21552,170,Excision of skin lesion,21552,21552
21554-21554,160,Other therapeutic procedures on muscles and tendons,21554,21554
21555-21555,170,Excision of skin lesion,21555,21555
21556-21558,160,Other therapeutic procedures on muscles and tendons,21556,21558
21600-21633,142,Partial excision bone,21600,21633
21685-21685,164,Other OR therapeutic procedures on musculoskeletal system,21685,21685
21700-21700,160,Other therapeutic procedures on muscles and tendons,21700,21700
21705-21705,142,Partial excision bone,21705,21705
21720-21725,160,Other therapeutic procedures on muscles and tendons,21720,21725
21740-21742,164,Other OR therapeutic procedures on musculoskeletal system,21740,21742
21743-21743,160,Other therapeutic procedures on muscles and tendons,21743,21743
21750-21750,161,Other OR therapeutic procedures on bone,21750,21750
21800-21825,148,Other fracture and dislocation procedure,21800,21825
21899-21899,164,Other OR therapeutic procedures on musculoskeletal system,21899,21899
21920-21925,159,Other diagnostic procedures on musculoskeletal system,21920,21925
21930-21930,160,Other therapeutic procedures on muscles and tendons,21930,21930
21931-21931,170,Excision of skin lesion,21931,21931
21932-21936,160,Other therapeutic procedures on muscles and tendons,21932,21936
22010-22015,168,"Incision and drainage, skin and subcutaneous tissue",22010,22015
22100-22116,142,Partial excision bone,22100,22116
22140-22142,161,Other OR therapeutic procedures on bone,22140,22142
22145-22148,142,Partial excision bone,22145,22148
22150-22152,161,Other OR therapeutic procedures on bone,22150,22152
22206-22230,142,Partial excision bone,22206,22230
22305-22328,148,Other fracture and dislocation procedure,22305,22328
22505-22505,9,Other OR therapeutic nervous system procedures,22505,22505
22510-22515,148,Other fracture and dislocation procedure,22510,22515
22520-22522,9,Other OR therapeutic nervous system procedures,22520,22522
22523-22525,148,Other fracture and dislocation procedure,22523,22525
22526-22527,9,Other OR therapeutic nervous system procedures,22526,22527
22532-22812,158,Spinal fusion,22532,22812
22818-22820,142,Partial excision bone,22818,22820
22830-22830,161,Other OR therapeutic procedures on bone,22830,22830
22840-22855,158,Spinal fusion,22840,22855
22856-22856,3,"Laminectomy, excision intervertebral disc",22856,22856
22857-22857,158,Spinal fusion,22857,22857
22858-22858,3,"Laminectomy, excision intervertebral disc",22858,22858
22859-22859,158,Spinal fusion,22859,22859
22861-22861,3,"Laminectomy, excision intervertebral disc",22861,22861
22862-22862,158,Spinal fusion,22862,22862
22864-22864,3,"Laminectomy, excision intervertebral disc",22864,22864
22865-22865,158,Spinal fusion,22865,22865
22867-22899,164,Other OR therapeutic procedures on musculoskeletal system,22867,22899
22900-22901,160,Other therapeutic procedures on muscles and tendons,22900,22901
22902-22903,170,Excision of skin lesion,22902,22903
22904-22905,160,Other therapeutic procedures on muscles and tendons,22904,22905
22999-22999,164,Other OR therapeutic procedures on musculoskeletal system,22999,22999
23000-23030,160,Other therapeutic procedures on muscles and tendons,23000,23030
23031-23031,162,Other OR therapeutic procedures on joints,23031,23031
23035-23035,161,Other OR therapeutic procedures on bone,23035,23035
23040-23044,162,Other OR therapeutic procedures on joints,23040,23044
23065-23066,159,Other diagnostic procedures on musculoskeletal system,23065,23066
23071-23071,170,Excision of skin lesion,23071,23071
23073-23073,160,Other therapeutic procedures on muscles and tendons,23073,23073
23075-23075,170,Excision of skin lesion,23075,23075
23076-23077,164,Other OR therapeutic procedures on musculoskeletal system,23076,23077
23078-23078,160,Other therapeutic procedures on muscles and tendons,23078,23078
23100-23101,159,Other diagnostic procedures on musculoskeletal system,23100,23101
23105-23106,162,Other OR therapeutic procedures on joints,23105,23106
23107-23107,159,Other diagnostic procedures on musculoskeletal system,23107,23107
23120-23156,142,Partial excision bone,23120,23156
23170-23174,161,Other OR therapeutic procedures on bone,23170,23174
23180-23222,142,Partial excision bone,23180,23222
23330-23330,174,Other non-OR therapeutic procedures on skin and breast,23330,23330
23331-23332,162,Other OR therapeutic procedures on joints,23331,23332
23333-23333,164,Other OR therapeutic procedures on musculoskeletal system,23333,23333
23334-23335,162,Other OR therapeutic procedures on joints,23334,23335
